names	A_loading	AUCs	corrs	color
LY6E	0.360105939744239	0.323825887743414	-0.395229919955801	Blue
PPP6C	0.359769798503769	0.332760595647194	-0.382683587193373	Blue
TTC39C	0.359614572954665	0.122565864833906	-0.669067148516713	Blue
UGCG	0.358912362789297	0.167812142038946	-0.607046396933289	Blue
SENP1	0.358746692794281	0.319358533791523	-0.401462533256518	Blue
WIPI2	0.3558270347011	0.330355097365407	-0.386072778801018	Blue
LILRB1	0.355717887820064	0.179839633447881	-0.590718486727675	Blue
HDGFL2	0.35499195590067	0.321993127147766	-0.397789957050403	Blue
FBXO38	0.354578156667191	0.302520045819015	-0.424751424147556	Blue
ZNF804A	0.353181487983462	0.329553264604811	-0.387200591924893	Blue
AKR1B1	0.352790456428621	0.294616265750286	-0.435590610908258	Blue
ZBTB7A	0.352780966236899	0.244788087056128	-0.503119066301037	Blue
TTC33	0.351390912406923	0.325429553264605	-0.39298625919222	Blue
DPP9	0.350069455560091	0.311569301260023	-0.412272617954573	Blue
AP1S2	0.350012364443739	0.32176403207331	-0.398109657277602	Blue
ARL14EP	0.349844953127841	0.335280641466208	-0.379123444438942	Blue
HSP90B1	0.034522741786689	0.936998072963606	0.721791030908088	Red
GLCCI1	0.127455691501185	0.922916150714274	0.737010895786215	Red
TXNDC5	0.130295752097647	0.907944128156469	0.69248205475245	Red
CEP128	0.1971492086504	0.89844977371366	0.664150306062268	Red
MZB1	0.140129619636789	0.890742947022375	0.650198743420194	Red
FNDC3A	0.0685086851376908	0.85888129309271	0.594799132200668	Red
MAN1A1	0.0524568966240386	0.856852165290387	0.589646006302268	Red
ELL2	0.28788336393659	0.856560740724458	0.593875819891369	Red
SUB1	0.0850486282381432	0.852976355336718	0.583709348028073	Red
RNF213	0.16688624941203	0.847269054824063	0.573681649228846	Red
TXNDC11	0.0196902379211188	0.844007942613882	0.597780815118532	Red
PIM2	0.147890223279415	0.843923240938166	0.757954028522211	Red
XBP1	0.0559287654772001	0.842120130813776	0.569551605165588	Red
PPIB	0.101853787029075	0.832176623021368	0.548956587050921	Red
B2M	0.0259604618239238	0.830808256215242	0.546396610727403	Red
FNDC3B	0.0950680194541315	0.825482064395743	0.570381845375166	Red
GAB1	0.12034217453205	0.823667377398721	0.729715623718792	Red
MYO1D	0.110011398199165	0.817900092077658	0.565960201403745	Red
TRAM1	0.0777769492020671	0.810995782012861	0.525377654018559	Red
ANKRD28	0.231487851850187	0.80951404001104	0.514392651778756	Red
IQGAP2	0.108628437164691	0.808591309529916	0.539970170409464	Red
BTG2	0.285220118146244	0.808528784648188	0.708416372699155	Red
UBE2J1	0.0134893623764447	0.806618991444349	0.529890680118409	Red
PRKCB	0.23988177861949	0.806512454907593	0.512777051379172	Red
ST6GAL1	0.0906246075491663	0.797988652710918	0.493371137681783	Red
SSR3	0.123595360693941	0.79594780149327	0.496655976632161	Red
TRAM2	0.346324613502093	0.795309168443497	0.689658755097677	Red
RBM47	0.197111624591189	0.793404211148479	0.505310118109396	Red
RRBP1	0.013671107310602	0.793309007246536	0.496344778141715	Red
IGKC	0.0526772932535921	0.79239208962551	0.482944556797632	Red
INPP4A	0.165290260881964	0.788059701492537	0.679302554430906	Red
SEC24D	0.19071278535574	0.786724892962776	0.489488553452506	Red
PDIA4	0.00599658627077147	0.785373818194252	0.476142900181594	Red
RUNX2	0.201034564545742	0.784008528784648	0.673492102294044	Red
SLAMF7	0.260125455117434	0.780810234541578	0.668892652521966	Red
CPNE5	0.00161775641796156	0.780597014925373	0.668585629340145	Red
CPEB4	0.0897104065892273	0.78001294460442	0.503192840438124	Red
TPD52	0.0773454479620877	0.779284383189599	0.463036425776051	Red
MYDGF	0.0479807496004004	0.77853515925527	0.478453393150101	Red
GNG7	0.326495646018456	0.776545842217484	0.662742646044983	Red
IRF4	0.269336236237705	0.770732786729094	0.455680297119765	Red
ADAM19	0.0460856334896631	0.769789198338206	0.47439288035148	Red
TNFRSF17	0.0307992921093841	0.766311300639659	0.647897025428478	Red
HLA.C	0.0373836305802688	0.764631384071298	0.437204212137731	Red
FTL	0.024335861351943	0.763999980460975	0.43605643016609	Red
SSR1	0.0110036540972638	0.763589270144125	0.446652809394567	Red
ARFGAP3	0.100974973194802	0.76183368869936	0.641361839293804	Red
TMSB10	0.0837326307353986	0.760666085380657	0.430543094664538	Red
PTPRJ	0.143744418568566	0.759701492537313	0.638240796068678	Red
