names	A_loading	AUCs	corrs	color
FBXW11	0.105237569617519	0.491695621060139	-0.0139854170493048	Blue
NUCB1	0.104962280844773	0.682089552238806	0.519409371637983	Red
USP3	0.104822305816727	0.605972200851413	0.178067536078621	Red
COASY	0.104790606085357	0.320733104238259	-0.399547486727194	Blue
SLC38A5	0.103764348601381	0.650319829424307	0.466517286956325	Red
SIPA1L3	0.10375250057537	0.535145431409472	0.0590845184760306	Red
FOXJ3	0.103702727997081	0.444650727706582	-0.0946226058155632	Blue
POU2AF1	0.103608660154603	0.707669116371994	0.346293604206049	Red
DENND5B	0.102765391601956	0.69206612983194	0.337994385661385	Red
SLC44A1	0.102438032137067	0.625039358924572	0.23202991982611	Red
NBN	0.102320029809221	0.442606115226518	-0.106440159796104	Blue
ANKIB1	0.101519266983381	0.46790075151977	-0.0545138749937865	Blue
USP38	0.100632033263081	0.52653018657327	0.0530534806935021	Red
HSP90B1	0.0431965090862834	0.936998072963606	0.721791030908088	Red
GLCCI1	0.0553977703801451	0.922916150714274	0.737010895786215	Red
TXNDC5	0.0196099616754203	0.907944128156469	0.69248205475245	Red
CEP128	0.0544648417147079	0.89844977371366	0.664150306062268	Red
MZB1	0.00852098353645118	0.890742947022375	0.650198743420194	Red
FNDC3A	0.0471670273167624	0.85888129309271	0.594799132200668	Red
MAN1A1	0.00340334329509062	0.856852165290387	0.589646006302268	Red
ELL2	0.0544301494403089	0.856560740724458	0.593875819891369	Red
SUB1	0.00842295331885387	0.852976355336718	0.583709348028073	Red
RNF213	0.0353195797496768	0.847269054824063	0.573681649228846	Red
TXNDC11	0.0590907956727664	0.844007942613882	0.597780815118532	Red
PIM2	0.0300867890290357	0.843923240938166	0.757954028522211	Red
PPIB	0.0408331757108687	0.832176623021368	0.548956587050921	Red
B2M	0.0269878874045533	0.830808256215242	0.546396610727403	Red
GAB1	0.0816917466811719	0.823667377398721	0.729715623718792	Red
MYO1D	0.0112158745240787	0.817900092077658	0.565960201403745	Red
TRAM1	0.0453811377470259	0.810995782012861	0.525377654018559	Red
ANKRD28	0.0147358372981166	0.80951404001104	0.514392651778756	Red
IQGAP2	0.0119671266915485	0.808591309529916	0.539970170409464	Red
BTG2	0.0783428989110698	0.808528784648188	0.708416372699155	Red
UBE2J1	0.00283531266290114	0.806618991444349	0.529890680118409	Red
PRKCB	0.00247929910128381	0.806512454907593	0.512777051379172	Red
LMAN1	0.0170970518603222	0.805323505203487	0.509488939622616	Red
SSR3	0.0241020946891733	0.79594780149327	0.496655976632161	Red
TRAM2	0.00194127296163077	0.795309168443497	0.689658755097677	Red
RBM47	0.0284818363679772	0.793404211148479	0.505310118109396	Red
RRBP1	0.00673035792352386	0.793309007246536	0.496344778141715	Red
IGKC	0.0235250092466092	0.79239208962551	0.482944556797632	Red
INPP4A	0.0301159060097365	0.788059701492537	0.679302554430906	Red
SEC24D	0.0508720367629743	0.786724892962776	0.489488553452506	Red
PDIA4	0.0272001029919141	0.785373818194252	0.476142900181594	Red
RUNX2	0.0257502323843659	0.784008528784648	0.673492102294044	Red
SLAMF7	0.00428192849834927	0.780810234541578	0.668892652521966	Red
CPNE5	0.00567332933623602	0.780597014925373	0.668585629340145	Red
CPEB4	0.0143359978331409	0.78001294460442	0.503192840438124	Red
TPD52	0.0559214772591606	0.779284383189599	0.463036425776051	Red
MYDGF	0.0296727292882378	0.77853515925527	0.478453393150101	Red
GNG7	0.037093860091443	0.776545842217484	0.662742646044983	Red
IRF4	0.00370470256710213	0.770732786729094	0.455680297119765	Red
ADAM19	0.0297202669658994	0.769789198338206	0.47439288035148	Red
TNFRSF17	0.0306703832951656	0.766311300639659	0.647897025428478	Red
HLA.C	0.0559866738692383	0.764631384071298	0.437204212137731	Red
FTL	0.0914839121067424	0.763999980460975	0.43605643016609	Red
SSR1	0.0253672491549448	0.763589270144125	0.446652809394567	Red
ARFGAP3	0.0417715352943707	0.76183368869936	0.641361839293804	Red
TMSB10	0.0115706790871716	0.760666085380657	0.430543094664538	Red
HM13	0.0241726602104762	0.759926142483459	0.443977122246548	Red
