names	A_loading	AUCs	corrs	color
TP53INP1	1	0.752238805970149	0.627269174604739	Red
IFNG.AS1	1	0.75501066098081	0.631353239308835	Red
FNDC3B	0.201432008669515	0.825482064395743	0.570381845375166	Red
CLINT1	0.178529122519266	0.526006833774183	0.0431283955782909	Red
NGLY1	0.159513835358839	0.552393750442681	0.0878748228956052	Red
NXPE3	0.157622479507774	0.672494669509595	0.503777798959493	Red
EVI5	0.157596089032426	0.697867803837953	0.544571470533777	Red
SEC24A	0.149262485294329	0.651386367133405	0.276940595295799	Red
ST6GAL1	0.148844855595039	0.797988652710918	0.493371137681783	Red
XBP1	0.14759066196452	0.842120130813776	0.569551605165588	Red
HSP90B1	0.0431965090862834	0.936998072963606	0.721791030908088	Red
GLCCI1	0.0553977703801451	0.922916150714274	0.737010895786215	Red
TXNDC5	0.0196099616754203	0.907944128156469	0.69248205475245	Red
CEP128	0.0544648417147079	0.89844977371366	0.664150306062268	Red
MZB1	0.00852098353645118	0.890742947022375	0.650198743420194	Red
FNDC3A	0.0471670273167624	0.85888129309271	0.594799132200668	Red
MAN1A1	0.00340334329509062	0.856852165290387	0.589646006302268	Red
ELL2	0.0544301494403089	0.856560740724458	0.593875819891369	Red
SUB1	0.00842295331885387	0.852976355336718	0.583709348028073	Red
RNF213	0.0353195797496768	0.847269054824063	0.573681649228846	Red
